순번,매장명,사업자번호,주소
693,베이킷 업,1823700953,서울특별시 성동구 광나루로11길 26 (송정동)1층 101호
694,마라민족 마라탕 마라샹궈,2576700370,"서울특별시 성동구 왕십리로 410 (왕십리도선동,센트라스)I동 1층 125호"
695,배떡 왕십리점,6634600584,"서울특별시 성동구 왕십리로 410 (왕십리도선동,센트라스)D동 B101호"
696,일정,2142086153,서울특별시 성동구 성덕정길 44 (성수1가제1동)1층
697,토마토피자 광진성동점,4060229325,서울특별시 성동구 광나루로11길 50 (송정동)102호(송정동)
698,생활맥주 옥수역점,2738500605,서울특별시 성동구 한림말5길 17 (옥수동)102호
699,착한족발,2063186916,서울특별시 성동구 뚝섬로 396 (성수2가제1동)1층동
700,생활맥주 한양대점,7358501306,서울특별시 성동구 마조로7길 10 (사근동)1층
701,옥수동 묵은지 김치찜 ,8651201582,서울특별시 성동구 금호산길 66-1 (금호2.3가동)2층 202호
702,화채꽃,8651201582,서울특별시 성동구 금호산길 66-1 (금호2.3가동)2층 202호
703,교촌치킨 금호역점,2063081632,서울특별시 성동구 장터길 26 (금호4가동)1층
704,김종용누룽지통닭,1010356467,"서울특별시 성동구 마조로5길 7 (사근동)1,2층"
705,샐러디 한양대점,1877600428,서울특별시 성동구 마조로 24 (사근동)102호
706,최고당돈가스 신금호점,7373001020,서울특별시 성동구 금호산길 58 (금호2.3가동)1층 101호
707,BHC 금호점,8491501655,서울특별시 성동구 금호산2길 11-1 (금호2.3가동)1층 101호
708,옥수참치,6075295836,서울특별시 성동구 한림말1길 14 (옥수동)1층
709,굽네치킨&피자 상왕십리역점,7110802104,"서울특별시 성동구 왕십리로 410 (하왕십리동, 센트라스 L동)L동 111호"
710,모모타코 용답본점,5094800606,서울특별시 성동구 용답19길 18-1 (용답동)1층
711,이라이 타코야끼&카페,8766800289,서울특별시 성동구 용답중앙11길 2 (용답동)1층
712,강떡즉석떡볶이,7220302147,서울특별시 성동구 왕십리로21길 19 (행당제1동)1층
713,샵샤브,2940302093,"서울특별시 성동구 마장로 137 (왕십리도선동,텐즈힐)401동 1층 109호"
714,슬기로운혼밥생활 2호점,6381701423,서울특별시 성동구 무학로8길 11 (왕십리도선동)102호
715,청담낙곱새,6381701423,서울특별시 성동구 무학로8길 11 (왕십리도선동)102호
716,명품숯불돼지갈비,2290764583,서울특별시 성동구 무학로8길 11 (왕십리도선동)1층 102호
717,청담곱떡,2290764583,서울특별시 성동구 무학로8길 11 (왕십리도선동)1층 102호
718,가츠로케,2063121233,서울특별시 성동구 금호로 102 (금호1가동)
719,행복한 죽,4590601727,서울특별시 성동구 행당로 112 (행당제2동)1층
720,이땔리면옥&곱떡,3071047579,서울특별시 성동구 왕십리로24길 13 (왕십리도선동)1층 
721,계동치킨 금호점,2204700462,서울특별시 성동구 장터길 33 (금호2.3가동)1층 102호
722,욕쟁이할매불냉면 성동점,8380502257,서울특별시 성동구 왕십리로24길 29 (왕십리도선동)103호
723,열정국밥,6012445320,서울특별시 성동구 금호산2길 29-5 (금호동3가)1층 101호
724,하오마라 마라탕 용답점,4531001861,서울특별시 성동구 용답중앙15길 3 (용답동)2층
725,누들보쌈배달만족 왕십리점,7944800034,"서울특별시 성동구 마장로 137 (왕십리도선동,텐즈힐)221동 2층"
726,집으로 간 참치 왕십리점,5316400485,"서울특별시 성동구 마장로 137 (왕십리도선동,텐즈힐)221동 1층 1132호"
727,오일매니아,2063198353,서울특별시 성동구 청계천로 426 (왕십리도선동)1층
728,카르페디엠,2063198353,서울특별시 성동구 청계천로 426 (왕십리도선동)1층
729,아차산 매운떡볶이 성동금호점,3892101101,서울특별시 성동구 금호산2길 5 (금호2.3가동)1층
730,모던키친,3892101101,서울특별시 성동구 금호산2길 5 (금호2.3가동)1층
731,카페일리터 성동점,7370101641,서울특별시 성동구 왕십리로 286 (행당제1동)1층
732,밥도둑 한끼뚝딱,5465200524,서울특별시 성동구 무학봉15길 26-1 (왕십리제2동)2호
733,고기왕창자이언트 비빔밥&덮밥,5465200524,서울특별시 성동구 무학봉15길 26-1 (왕십리제2동)2호
734,자담치킨 서울금호점,8391701685,서울특별시 성동구 금호로 158 (금호1가동)1층
735,참나라숯불바베큐,2061081935,서울특별시 성동구 무수막길 3 (금호2.3가동)101호
736,카페인중독 왕십리점,8834000639,"서울특별시 성동구 마장로 137 (왕십리도선동,텐즈힐)403동 1층 126호"
737,우여사 짜글이,8827300366,서울특별시 성동구 동일로59길 4 (송정동 )1층
738,서울감자탕,7454400392,"서울특별시 성동구 자동차시장1길 94-15 (용답동, 오르세오피스텔)1층 106호"
739,우미도시락,7454400392,"서울특별시 성동구 자동차시장1길 94-15 (용답동, 오르세오피스텔)1층 106호"
740,과일메이드,1171826467,서울특별시 성동구 마장로23길 2-1 (왕십리도선동)1층
741,크리스탈드래곤 홍콩음식점,2985600491,서울특별시 성동구 아차산로17길 48 (성수2가제3동)지하1층 RB110호
742,담초밥,4845300558,서울특별시 성동구 행당로8길 41-2 (행당제2동)1층(코너 두번째 상가)
743,담식당,4845300558,서울특별시 성동구 행당로8길 41-2 (행당제2동)1층(코너 두번째 상가)
744,챔스빈커피 상왕십리점,6140196108,서울특별시 성동구 무학로 8-3 (왕십리도선동)1층
745,박가부대&치즈닭갈비 성수코오롱디지털밸리점,2062798623,서울특별시 성동구 성수이로7길 27 (성수2가제1동)성수코오롱디지털밸리 지하1층 102호
746,박가부대 닭갈비도시락 성수코오롱디지털밸리점,2062798623,서울특별시 성동구 성수이로7길 27 (성수2가제1동)성수코오롱디지털밸리 지하1층 102호
747,영자네곱창 금호점,4914000518,서울특별시 성동구 무수막길 91-1 (금호2.3가동)
748,하노이별 행당점,6811900683,서울특별시 성동구 행당로 125-4 (행당제1동)지하 1층
749,고피자 행당점,7764500506,"서울특별시 성동구 행당로 101 (행당제2동)1층, 101, 102호"
750,이삭토스트 행당점 (포장),8570700050,서울특별시 성동구 행당로 119 (행당제1동)1층
751,이삭토스트 한양대점 (포장),6311101866,서울특별시 성동구 마조로 24 (사근동)1층(행당동)
752,돈치돈치 두루치기(짜글이)의 데일리한끼 행당시장점,4465700627,서울특별시 성동구 무학봉28길 4-1 (왕십리제2동)지하1층 
753,돈치돈치 두루치기&짜글이 왕십리점 ,4465700627,서울특별시 성동구 무학봉28길 4-1 (왕십리제2동)지하1층 
754,이삭토스트 성수2가점 (포장),7431101102,서울특별시 성동구 광나루로6길 35 (성수2가제3동)1층 107호
755,광릉숯불고기101,6992300717,서울특별시 성동구 상원10길 3 (성수1가제2동)1층
756,낭만시스터 성수점,6992300717,서울특별시 성동구 상원10길 3 (성수1가제2동)1층
757,천연냉면,8870402209,"서울특별시 성동구 무학로 33 (왕십리도선동,텐즈힐)156동 1층 105호"
758,용답시장 해원횟집,2062232567,서울특별시 성동구 용답중앙15길 5 (용답동)1층
759,404 김밥,6945600568,서울특별시 성동구 무학로 8-1 (왕십리도선동)1층
760,해양,2110982226,"서울특별시 성동구 금호로 17 (금호4가동,서울숲2차푸르지오)지하1층 108호"
761,윤경,8871401174,"서울특별시 성동구 아차산로 3 (성수1가제2동)101,102호"
762,순우리닭강정,2915600087,서울특별시 성동구 사근동길 23 (사근동)1층
763,찡떡 통오찡어떡볶이 한양대점,2915600087,서울특별시 성동구 사근동길 23 (사근동)1층
764,타코아찌 타코야끼전문점,8246000448,서울특별시 성동구 무학봉길 64 (왕십리제2동)1층
765,세키신 초밥,7681301745,서울특별시 성동구 무학봉26길 10-1 (행당제1동)1층
766,도로시 파스타 연정 왕십리점 ,4071195418,서울특별시 성동구 무학봉28길 4-1 (왕십리제2동)B107호
767,떡가대표,8121301547,서울특별시 성동구 왕십리로 273-1 (행당제1동)1층
768,패티패티,2073161771,"서울특별시 성동구 아차산로13길 33 (성수동2가, 협성빌딩 협성빌딩)1층 105호"
769,집어가 왕십리점,7096100466,"서울특별시 성동구 왕십리로 410 (왕십리도선동,센트라스)E동 1층 103호"
770,광수육회 왕십리점,4032801032,서울특별시 성동구 무학로8길 33 (왕십리도선동)1층 
771,다이어트랩 성수점,3094400099,서울특별시 성동구 상원10길 8-1 (성수1가제2동)성수동 1가
772,누아흐,1011435681,"서울특별시 성동구 성수일로11길 15 (성수1가제2동)제1층 104, 105호(성수동1가, 뚝섬리버빌)"
773,착한대게&랍스타 옥수점,4593900707,"서울특별시 성동구 독서당로 187 (옥수동)상가동 지1층 004호(옥수동,옥수동극동아파트)"
774,이것이국밥이다 옥수점,4593900707,"서울특별시 성동구 독서당로 187 (옥수동)상가동 지1층 004호(옥수동,옥수동극동아파트)"
775,어썸블리스,5280800940,서울특별시 성동구 상원2길 5-11 (성수1가제2동)3층
776,떡볶이플러스 응봉점,2854800506,서울특별시 성동구 독서당로 380 (응봉동)(새마을금고) 1층 우측 점포
777,치킨플러스 응봉점,2854800506,서울특별시 성동구 독서당로 380 (응봉동)(새마을금고) 1층 우측 점포
778,명륜진사갈비 왕십리역점,2063121612,서울특별시 성동구 왕십리로24길 3 (왕십리도선동)1층
779,회떠주는 집,1769100625,서울특별시 성동구 무수막길 91-1 (금호2.3가동)1층
780,33떡볶이 왕십리 뉴타운점 ,5623000956,"서울특별시 성동구 무학로 33 (왕십리도선동,텐즈힐)153동 1층 101호 "
781,떡세스,7420901713,"서울특별시 성동구 왕십리로28길 28-1 (홍익동, 새마을금고)1층"
782,푸짐해153,3652300930,서울특별시 성동구 용답중앙13길 14-1 (용답동)1층
783,둘둘치킨 금호사거리점,1063938385,서울특별시 성동구 금호로 58 (금호1가동)
784,레드브릭 스모크하우스,1360707790,서울특별시 성동구 성덕정길 52-1 (성수1가제1동)1층
785,홍대낙곱새미장원 건대점,7032601113,서울특별시 성동구 동일로59길 4 (송정동)1층 101호
786,피키니키 라자냐,1831201665,서울특별시 성동구 서울숲2길 14 (성수1가제2동)01호
787,교촌치킨 왕십리1호점,2101099415,서울특별시 성동구 왕십리로 363 (왕십리제2동)1층
788,럭키스타 커피로스터스,7762100586,서울특별시 성동구 마조로 22 (사근동)
789,명품 육회와 연어 성동점,2173101178,서울특별시 성동구 행당로8길 41-2 (행당제2동)1층
790,포케박스 왕십리점,3056100487,"서울특별시 성동구 마장로 137 (왕십리도선동,텐즈힐)221동 1층 1159호"
791,카페 Oct.25,8351601293,"서울특별시 성동구 사근동길 53 (사근동,세경빌딩)1층"
792,싸부의가르침,8560201745,서울특별시 성동구 왕십리로 363 (왕십리제2동)1층
793,조개랑 곱창,2062243050,서울특별시 성동구 마장로 285 (마장동) 
794,강정의 달인,2062667647,서울특별시 성동구 무수막길 94 (금호2.3가동) 
795,브디브디 Brunch & Dessert,1512801484,서울특별시 성동구 무학봉길 64 (하왕십리동 )1층 1호
796,동내부찌,1512801484,서울특별시 성동구 무학봉길 64 (하왕십리동 )1층 1호
797,와인을 딸 시간,7982100548,서울특별시 성동구 마조로5길 11 (사근동)지하 1층
798,바다장어 초이408덮밥,7382500393,서울특별시 성동구 독서당로 295-5 (금호2.3가동)1층
799,독골 김치찜 왕십리점 ,4332701303,"서울특별시 성동구 무학로6길 50 (왕십리도선동,성동삼성쉐르빌)101동 1층 167호 "
800,알찬떡볶이 왕십리점 ,4332701303,"서울특별시 성동구 무학로6길 50 (왕십리도선동,성동삼성쉐르빌)101동 1층 167호 "
801,엄마손 김치찌개,7382500393,서울특별시 성동구 독서당로 295-5 (금호2.3가동)1층
802,피자알볼로 왕십리뉴타운,3982800949,"서울특별시 성동구 왕십리로 410 (왕십리도선동,센트라스)J동 128호"
803,처갓집 양념치킨 금호점 ,1821801631,서울특별시 성동구 독서당로 276 (금호4가동)1층 102호 
804,호수매운탕,6141015602,서울특별시 성동구 마조로9길 6-8 (사근동)1층
805,프랭크버거 왕십리텐즈힐점,2081770490,"서울특별시 성동구 무학로 33 (왕십리도선동,텐즈힐)153동 1층 102호"
806,잼곱창,3071252362,서울특별시 성동구 마장로 244 (행당동)
807,푸라닭 성수2가점,5780902047,서울특별시 성동구 아차산로13길 33 (성수2가제3동)협성빌딩 1층 104호 
808,홍콩다방 성수낙낙점,4873001256,서울특별시 성동구 아차산로17길 49 (성수2가제3동)1층 R121호
809,바우골 곱창,2061156199,서울특별시 성동구 장터5길 5 (금호2.3가동)1층
810,소림마라 성동점,5980501175,서울특별시 성동구 독서당로39길 43-1 (옥수동)1층
811,만족오향족발 금호점,6657300121,서울특별시 성동구 금호로 54 (금호1가동)3층
812,금호다방,6121451084,서울특별시 성동구 금호산2길 22-10 (금호2.3가동)1층 (금호동3가)
813,와우치킨,2062745446,서울특별시 성동구 독서당로 270 (금호4가동)상가동 층 412호
814,스시로지,2633700418,서울특별시 성동구 마조로 15-14 (사근동)1층
815,히동이치킨 왕십리점,5101151017,서울특별시 성동구 행당로17길 42 (왕십리제2동)1층
816,상하이 정통중화요리,7020400948,서울특별시 성동구 왕십리로21길 11 (행당제1동)2층
817,안쉐프의 도시어부,2853400678,"서울특별시 성동구 마장로 137 (왕십리도선동,텐즈힐)221동 1층 1142호"
818,뉴욕야시장 한양대점,2063024946,서울특별시 성동구 마조로3가길 15 (사근동)(2층)
819,닭가대표 숯불직화구이,8121301547,서울특별시 성동구 왕십리로 273-1 (행당제1동)1층
820,위드번,8462701042,서울특별시 성동구 성수이로12길 17-1 (성수2가제1동)1층
821,브릭스커피 왕십리본점,2063023189,서울특별시 성동구 마조로11길 13 (사근동)(1층)
822,왕십리원조왕곱창,2062624745,서울특별시 성동구 무학로2가길 2 (왕십리도선동)
823,올라프루타 과일&치즈,8866600297,서울특별시 성동구 동일로 223-1 (송정동)1층
824,마왕족발 금호사거리점,4190601904,"서울특별시 성동구 금호로 48-1 (금호4가동)103, 104호"
825,돈짱돈까스 금남시장점,8454600508,서울특별시 성동구 독서당로 297-3 (금호2.3가동)1층
826,삼겹스테이션 배달삼겹의 마지막정거장,4761701465,서울특별시 성동구 금호산길 66-1 (금호2.3가동)2층 201호
827,THE 더 가득담은 1인 김치찜,4761701465,서울특별시 성동구 금호산길 66-1 (금호2.3가동)2층 201호
828,오니기리와이규동 성수점,1200823434,서울특별시 성동구 성수일로12길 34 (성수2가제3동)1층 103호
829,김승현스시,1904900618,서울특별시 성동구 왕십리로 331 (왕십리제2동)1층 102호
830,무모한초밥 왕십리점,2761901160,"서울특별시 성동구 마장로 137 (왕십리도선동,텐즈힐)221동 1117호"
831,루트비커피 성수점,5590901635,서울특별시 성동구 아차산로15길 10 (성수2가제3동)107호(성원상떼뷰오피스텔)
832,꾸브라꼬 숯불두마리치킨 왕십리점,8735900352,서울특별시 성동구 무학봉15길 14 (왕십리제2동)1층
833,명품부대찌개,7081201197,서울특별시 성동구 무학봉15길 26-1 (왕십리제2동)1층
834,혼밥대왕,7081201197,서울특별시 성동구 무학봉15길 26-1 (왕십리제2동)1층
835,꾸이한끼 성수점,4070754031,"서울특별시 성동구 성덕정15길 12 (성수동2가, 성동상가아파트 )1층 남14호"
836,슬로우그린,7142800990,서울특별시 성동구 둘레15길 4-1 (성수2가제1동)1층
837,치킨매니아 옥수역점,2062734293,서울특별시 성동구 한림말1길 16-1 (옥수동)1층
838,동강,2062943078,서울특별시 성동구 아차산로17길 13 (성수2가제3동)(지하)
839,성수다락,1441701739,"서울특별시 성동구 뚝섬로9길 20 (성수2가제1동)2,3층"
840,원조한우곱도리탕윤반장 성동점,8052201406,서울특별시 성동구 마조로16길 21 (마장동)1층
841,권식족발 본점,2482400103,서울특별시 성동구 아차산로7길 4 (성수2가제3동)1층
842,고기왕창자이언트비빔밥,5465200524,서울특별시 성동구 무학봉15길 26-1 (왕십리제2동)2호
843,참치앤스시 혼,4281100728,"서울특별시 성동구 마장로 137 (왕십리도선동,텐즈힐)221동 153,154호"
844,강금옥 쭈꾸미 왕십리점,5121264816,서울특별시 성동구 왕십리로24길 5 (왕십리도선동)1층
845,호식이두마리치킨 한양대점,4407300288,서울특별시 성동구 마조로15길 2 (마장동)1층
846,한근 김치찜,2940302093,"서울특별시 성동구 마장로 137 (왕십리도선동,텐즈힐)401동 1층 109호"
847,미군 부대찌개,2940302093,"서울특별시 성동구 마장로 137 (왕십리도선동,텐즈힐)401동 1층 109호"
848,핑크멜로우,1036500405,서울특별시 성동구 금호로 148-1 (금호1가동)1층
849,돈까스퐁당떡볶이 공수간 왕십리뉴타운점,4227800117,"서울특별시 성동구 마장로 137 (왕십리도선동,텐즈힐)221동 2층 107호"
850,쫄면주는삼겹본능by놀부 왕십리뉴타운점,4227800117,"서울특별시 성동구 마장로 137 (왕십리도선동,텐즈힐)221동 2층 107호"
851,족발야시장 상왕십리점,7094600541,서울특별시 성동구 마장로 185 (왕십리도선동)1층
852,샐러드포원 왕십리점,3041363931,"서울특별시 성동구 고산자로14길 26 (행당제1동,지웰홈스 왕십리)1층 108호"
853,옐로우피자,7764600070,서울특별시 성동구 마장로 206 (왕십리도선동)1층
854,돼지게티 왕십리점,8246000448,서울특별시 성동구 무학봉길 64 (왕십리제2동)1층
855,불고기브라더스 왕십리역사점,2632501054,서울특별시 성동구 왕십리광장로 17 (행당제1동)4층
856,뚝다이닝,6613400979,서울특별시 성동구 아차산로 46 (성수1가제2동)1층
857,달인의족발,2060172389,서울특별시 성동구 무학로2길 37 (왕십리도선동)
858,장맛손칼국수,4925500418,서울특별시 성동구 광나루로 290 (성수2가제3동)1층
859,아임요거트,5804100659,서울특별시 성동구 마장로 316-1 (마장동)2층
860,차차네 김볶,4056200256,서울특별시 성동구 행당로 133 (행당제1동)지하1층
861,경성돈까스 in 카레,4056200256,서울특별시 성동구 행당로 133 (행당제1동)지하1층
862,수제비먹는닭갈비,2061777556,서울특별시 성동구 왕십리로 319 (행당제1동)
863,요녀석파스타&필라프 왕십리점,1551501773,서울특별시 성동구 고산자로6가길 40-14 (행당제1동)1층
864,청년고기장수 행당점,5221002055,서울특별시 성동구 행당로 110 (행당제2동)1층
865,반올림피자 성동구점,3482501302,서울특별시 성동구 독서당로 323-1 (금호2.3가동)1층
866,조은회사,5081795713,서울특별시 성동구 독서당로 312-1 (금호4가동)1층
867,담꾹 신금호점,2612101332,서울특별시 성동구 금호로 155 (금호2.3가동)1층
868,집밥뚝딱 금호역점,5010766993,서울특별시 성동구 장터길 17-2 (금호2.3가동)1층
869,금남닭강정,8213900799,서울특별시 성동구 장터길 47 (금호2.3가동)1층
870,구구족 답십리점,7182101202,서울특별시 성동구 천호대로 294 (용답동)1층
871,더진국 한양대점,6716300243,서울특별시 성동구 마조로 7 (사근동)1층 101호
872,피자알볼로 옥수점,2081154106,"서울특별시 성동구 독서당로 187 (옥수동)상가동 지1층 018, 019호(옥수동극동아파트)"
873,OPTION 더빱&보끔밥,2061985007,서울특별시 성동구 마조로 16 (사근동)2층
874,네네치킨 한양점,2040434191,서울특별시 성동구 마조로 59 (마장동)(1층)
875,성일 고기듬뿍김치찌개,3925400241,서울특별시 성동구 아차산로3길 9 (성수1가제2동)1-2층
876,성일한돈 국내산배달삼겹,3925400241,서울특별시 성동구 아차산로3길 9 (성수1가제2동)1-2층
877,OPTION 도리아&스파게티,2061985007,서울특별시 성동구 마조로 16 (사근동)2층
878,국민낙곱새 성동점,6861501490,서울특별시 성동구 장터길 19 (금호2.3가동)1층 103호
879,행당시장 조조반점,1193501038,서울특별시 성동구 행당로 109 (행당제1동)지하1층
880,명품 임실치즈 피자 성동점,2060176819,서울특별시 성동구 행당로6길 2 (금호1가동)105호(종합사회복지관상가)
881,다시올 금호점,4011321305,서울특별시 성동구 행당로1길 7 (금호1가동)1층
882,파스타브런치 37.5,7506700317,서울특별시 성동구 독서당로51길 34-1 (금호1가동)
883,아토커피 왕십리,2794000994,서울특별시 성동구 무학로8길 21(홍익동)1층
884,미테이블 스테이크&파스타,5805400154,서울특별시 성동구 왕십리로8길 5 (성수1가제2동)1층
885,그린엘리펀트 샐러드,5805400154,서울특별시 성동구 왕십리로8길 5 (성수1가제2동)1층
886,페리카나치킨(금호로타리점),2060773376,서울특별시 성동구 무수막길 89-2 (금호2.3가동)
887,논현 왕갈비탕 왕십리점,6735400738,서울특별시 성동구 무학봉28길 4-1 (왕십리제2동)지2층 204호
888,팔공냉면,6735400738,서울특별시 성동구 무학봉28길 4-1 (왕십리제2동)지2층 204호
889,신전떡볶이 금호점,5811901397,서울특별시 성동구 장터길 20 (금호4가동)1층
890,용무있습니까 금호점,4934900540,서울특별시 성동구 금호산길 51 (금호2.3가동)1층
891,우리할매떡볶이 왕십리점,4464000798,서울특별시 성동구 왕십리광장로 6 (행당제1동)2층
892,프랭크버거 한양대점,1516800443,서울특별시 성동구 마조로 30 (사근동)1층 102호
893,육회드셔보겠소 행당점,4590601727,서울특별시 성동구 행당로 112 (행당제2동)1층
894,육회플레이스 행당점,4590601727,서울특별시 성동구 행당로 112 (행당제2동)1층
895,4도씨냉면&연탄불고기 도선점,2062326835,서울특별시 성동구 무학로2나길 1 (왕십리도선동)
896,1980 밀면회관 도선점,2062326835,서울특별시 성동구 무학로2나길 1 (왕십리도선동)
897,조쉐프의 쌀국수 도선점,2062326835,서울특별시 성동구 무학로2나길 1 (왕십리도선동)
898,고가네 족발&보쌈,8504200744,서울특별시 성동구 광나루로11길 13-1 (송정동)1층
899,천연떡볶이,8870402209,"서울특별시 성동구 무학로 33 (왕십리도선동,텐즈힐)156동 1층 105호"
900,불백하우스,2063138980,서울특별시 성동구 광나루로 319 (송정동)1층불백하우스
901,BBQ 성수중앙점,8755600662,"서울특별시 성동구 아차산로15길 10 (성수동2가, 성원상떼뷰오피스텔 )114호"
902,명가냉면 (배달돼지),2086070481,서울특별시 성동구 무학로8길 26 (왕십리도선동)1층 6호
903,배달돼지 왕십리점,2086070481,서울특별시 성동구 무학로8길 26 (왕십리도선동)1층 6호
904,윤이불닭발,6143401119,서울특별시 성동구 마장로 185 (왕십리도선동)1층
905,아재부산 낙곱새,2592600688,서울특별시 성동구 행당로1길 7 (금호1가동)1층
906,청춘낙곱새,2592600688,서울특별시 성동구 행당로1길 7 (금호1가동)1층
907,대한 닭발 1979,2592600688,서울특별시 성동구 행당로1길 7 (금호1가동)1층
908,국가대표 푸드 국가대표 아구찜&알곤이찜,2592600688,서울특별시 성동구 행당로1길 7 (금호1가동)1층
909,이성자 쭈꾸미(건대점),8827300366,서울특별시 성동구 동일로59길 4 (송정동 )1층
910,배달의 쌀국수 한양대점,1293965416,서울특별시 성동구 왕십리로 273-1 (행당제1동)지하층(행당동)
911,종로떡방,2063136677,서울특별시 성동구 상원길 51 (성수1가제2동)1층
912,웃긴 떡볶이,5422501132,"서울특별시 성동구 마장로 137 (왕십리도선동,텐즈힐)211동 2층 2116호"
913,전 여사,8102101492,서울특별시 성동구 마장로 216 (왕십리도선동)1층
914,꽃찬찜닭&등뼈찜 왕십리점,8820901030,서울특별시 성동구 왕십리로 273 (행당제1동)1층
915,브라더탕수육 왕십리점,8820901030,서울특별시 성동구 왕십리로 273 (행당제1동)1층
916,명동할머니국수 성수카페거리점,7791901179,서울특별시 성동구 뚝섬로 390 (성수2가제1동)1층
917,카츠젠,4293000227,"서울특별시 성동구 왕십리로 410 (왕십리도선동,센트라스)상가C동 102호"
918,열혈분식,1351439147,서울특별시 성동구 무학로6길 36 (왕십리도선동)1층
919,치킨마루 왕십리센트라스점,8085000262,"서울특별시 성동구 왕십리로 410 (왕십리도선동,센트라스)H동 B101호"
920,만리장성,2061450177,서울특별시 성동구 장터길 13-1 (금호2.3가동)지상2층
921,홍콩다방 왕십리센트라스점,2705400581,"서울특별시 성동구 왕십리로 410 (왕십리도선동,센트라스)J동 1층 137호"
922,닥엔돈스 족발,2030452497,서울특별시 성동구 고산자로6길 31-1 (행당제1동)1층
923,닥엔돈스 치킨 쪽갈비,2030452497,서울특별시 성동구 고산자로6길 31-1 (행당제1동)1층
924,신의주 찹쌀순대 왕십리뉴타운점,7810900285,"서울특별시 성동구 왕십리로 410 (왕십리도선동,센트라스)J동 1층 104호"
925,마라전설,7430901720,"서울특별시 성동구 왕십리로 410 (왕십리도선동,센트라스)제이동 126호 "
926,닥엔돈스 쪽갈비 왕십리점,2030452497,서울특별시 성동구 고산자로6길 31-1 (행당제1동)1층
927,오남매곱창,7791000798,서울특별시 성동구 장터길 13-1 (금호2.3가동)1층
928,한솥도시락 행당점,2061476162,서울특별시 성동구 행당로 119 (행당제1동)1층 한솥도시락
929,너찜했닭,4115400315,서울특별시 성동구 무학봉15길 27-3 (왕십리제2동)1층 일부
930,곱창쓰 왕십리점,8874800170,서울특별시 성동구 무학봉15길 28 (왕십리제2동)1층
931,커피식구 ,8544300632,서울특별시 성동구 아차산로13길 31 (성수2가제3동)1층 커피식구
932,꽃보다족발,2062447399,서울특별시 성동구 왕십리로24길 16 (왕십리도선동)지상 1층
933,죠스떡볶이 한양대점,7810500064,"서울특별시 성동구 마조로5길 4 (사근동)(행당동, 지상1층)"
934,바르다김선생 옥수점,2063233677,서울특별시 성동구 독서당로 220 (옥수동)101호
935,걸작떡볶이치킨 성수점,7525900356,서울특별시 성동구 아차산로 87 (성수2가제3동)1층
936,부어치킨 황학사거리점,6182618427,"서울특별시 성동구 마장로 137 (왕십리도선동,텐즈힐)221동 1층 1144호-1145호"
937,땅스부대찌개 서울금호점,4794000726,서울특별시 성동구 장터길 43-3 (금호2.3가동)1층
